Notes	ManualCheck	MergeInto	RenameKeyGroup	KeyParamGroup	KeyGroup	ParamGroup	Counts	Dim1Size	Dim2Size	Dim3Size	EchoTime	EffectiveEchoSpacing	FlipAngle	HasFieldmap	ImageOrientation	KeyGroupCount	Modality	MultibandAccelerationFactor	NSliceTimes	NumVolumes	Obliquity	ParallelReductionFactorInPlane	PartialFourier	PhaseEncodingDirection	RepetitionTime	TotalReadoutTime	UsedAsFieldmap	VoxelSizeDim1	VoxelSizeDim2	VoxelSizeDim3
				acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__1	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi	1	883	104	104	72	0.1002	0.000389997	90	False	LAS+	2163	fmap		0	1.0	False	2.0	1.0	j	3.32	0.0401697	True	1.798076868057251	1.798076868057251	1.7999992370605469
			acquisition-dwiVARIANTEffectiveEchoSpacingTotalReadoutTimeObliquityVoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__2	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi	2	834	104	104	72	0.1002	0.000414993	90	False	LAS+	2163	fmap		0	1.0	True	2.0	1.0	j	3.32	0.0427443	True	1.798076868057251	1.798076868057251	1.7999974489212036
			acquisition-dwiVARIANTEchoTimeEffectiveEchoSpacingParallelReductionFactorInPlanePartialFourierRepetitionTimeTotalReadoutTimeDim1SizeDim2SizeVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__3	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi	3	280	96	96	72	0.0762	0.00071998	90	False	LAS+	2163	fmap		0	1.0	False		0.75	j	3.11	0.0683981	True	2.0	2.0	2.0
			acquisition-dwiVARIANTObliquityVoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__4	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi	4	30	104	104	72	0.1002	0.000389997	90	False	LAS+	2163	fmap		0	1.0	True	2.0	1.0	j	3.32	0.0401697	True	1.798076868057251	1.798076868057251	1.8000013828277588
			acquisition-dwiVARIANTEffectiveEchoSpacingTotalReadoutTimeObliquityVoxelSizeDim3Unused_datatype-fmap_direction-PA_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__5	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi	5	27	104	104	72	0.1002	0.000414993	90	False	LAS+	2163	fmap		0	1.0	True	2.0	1.0	j	3.32	0.0427443	False	1.798076868057251	1.798076868057251	1.8000001907348633
			acquisition-dwiVARIANTPhaseEncodingDirection_datatype-fmap_direction-PA_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__6	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi	6	27	104	104	72	0.1002	0.000389997	90	False	LAS+	2163	fmap		0	1.0	False	2.0	1.0	i	3.32	0.0401697	True	1.798076868057251	1.798076868057251	1.7999992370605469
			acquisition-dwiVARIANTEffectiveEchoSpacingPhaseEncodingDirectionTotalReadoutTimeObliquityVoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__7	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi	7	27	104	104	72	0.1002	0.000414993	90	False	LAS+	2163	fmap		0	1.0	True	2.0	1.0	i-	3.32	0.0427443	True	1.798076868057251	1.7980767488479614	1.7999999523162842
			acquisition-dwiVARIANTUnused_datatype-fmap_direction-PA_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__8	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi	8	15	104	104	72	0.1002	0.000389997	90	False	LAS+	2163	fmap		0	1.0	False	2.0	1.0	j	3.32	0.0401697	False	1.798076868057251	1.798076868057251	1.7999992370605469
			acquisition-dwiVARIANTEchoTimeEffectiveEchoSpacingParallelReductionFactorInPlanePartialFourierRepetitionTimeTotalReadoutTimeDim1SizeDim2SizeObliquityVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__9	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi	9	11	96	96	72	0.0762	0.00071998	90	False	LAS+	2163	fmap		0	1.0	True		0.75	j	3.11	0.0683981	True	2.0	2.0	2.000002861022949
			acquisition-dwiVARIANTEffectiveEchoSpacingTotalReadoutTimeVoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__10	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi	10	6	104	104	72	0.1002	0.000414993	90	False	LAS+	2163	fmap		0	1.0	False	2.0	1.0	j	3.32	0.0427443	True	1.798076868057251	1.798076868057251	1.7999954223632812
			acquisition-dwiVARIANTPhaseEncodingDirectionObliquityVoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__11	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi	11	5	104	104	72	0.1002	0.000389997	90	False	LAS+	2163	fmap		0	1.0	True	2.0	1.0	i	3.32	0.0401697	True	1.798076868057251	1.798076868057251	1.8000022172927856
			acquisition-dwiVARIANTEchoTimeEffectiveEchoSpacingParallelReductionFactorInPlanePartialFourierRepetitionTimeTotalReadoutTimeDim1SizeDim2SizeVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3Unused_datatype-fmap_direction-PA_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__12	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi	12	4	96	96	72	0.0762	0.00071998	90	False	LAS+	2163	fmap		0	1.0	False		0.75	j	3.11	0.0683981	False	2.0	2.0	2.0
			acquisition-dwiVARIANTDim3SizeVoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__13	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi	13	4	104	104	60	0.1002	0.000389997	90	False	LAS+	2163	fmap		0	1.0	False	2.0	1.0	j	3.32	0.0401697	True	1.798076868057251	1.798076868057251	2.4000015258789062
			acquisition-dwiVARIANTEchoTimeEffectiveEchoSpacingParallelReductionFactorInPlanePartialFourierRepetitionTimeTotalReadoutTimeDim1SizeDim2SizeDim3SizeNumVolumesVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3Unused_datatype-fmap_direction-PA_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__14	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi	14	3	140	140	81	0.089	0.000669999	90	False	LAS+	2163	fmap		0	2.0	False		0.75	j	4.1	0.0931298	False	1.7142857313156128	1.7142857313156128	1.7000007629394531
			acquisition-dwiVARIANTEffectiveEchoSpacingRepetitionTimeTotalReadoutTimeObliquityVoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__15	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi	15	1	104	104	72	0.1002	0.000498801	90	False	LAS+	2163	fmap		0	1.0	True	2.0	1.0	j	3.44	0.0513765	True	1.798076868057251	1.798076868057251	1.8000038862228394
			acquisition-dwiVARIANTEffectiveEchoSpacingPhaseEncodingDirectionTotalReadoutTimeObliquityVoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__16	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi	16	1	104	104	72	0.1002	0.000414993	90	False	LAS+	2163	fmap		0	1.0	True	2.0	1.0	i	3.32	0.0427443	True	1.798076868057251	1.798076868057251	1.8000010251998901
			acquisition-dwiVARIANTEchoTimeEffectiveEchoSpacingParallelReductionFactorInPlanePartialFourierRepetitionTimeTotalReadoutTimeDim1SizeDim2SizeDim3SizeNumVolumesVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__17	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi	17	1	140	140	81	0.089	0.000669999	90	False	LAS+	2163	fmap		0	2.0	False		0.75	j	4.1	0.0931298	True	1.7142857313156128	1.7142857313156128	1.7000007629394531
			acquisition-dwiVARIANTDim3Size_datatype-fmap_direction-PA_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__18	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi	18	1	104	104	39	0.1002	0.000389997	90	False	LAS+	2163	fmap		0	1.0	False	2.0	1.0	j	3.32	0.0401697	True	1.798076868057251	1.798076868057251	1.7999992370605469
			acquisition-dwiVARIANTEffectiveEchoSpacingPhaseEncodingDirectionTotalReadoutTimeObliquityVoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__19	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi	19	1	104	104	72	0.1002	0.000414993	90	False	LAS+	2163	fmap		0	1.0	True	2.0	1.0	j-	3.32	0.0427443	True	1.798076868057251	1.798076868057251	1.7999955415725708
			acquisition-dwiVARIANTVoxelSizeDim1VoxelSizeDim2_datatype-fmap_direction-PA_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__20	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi	20	1	104	104	72	0.1002	0.000389997	90	False	LAS+	2163	fmap		0	1.0	False	2.0	1.0	j	3.32	0.0401697	True	1.826923131942749	1.826923131942749	1.7999992370605469
			acquisition-dwiVARIANTEffectiveEchoSpacingPhaseEncodingDirectionTotalReadoutTimeObliquityVoxelSizeDim3Unused_datatype-fmap_direction-PA_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__21	acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi	21	1	104	104	72	0.1002	0.000414993	90	False	LAS+	2163	fmap		0	1.0	True	2.0	1.0	i	3.32	0.0427443	False	1.798076868057251	1.798076868057251	1.8000034093856812
				acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__1	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi	1	902	104	104	72	0.1002	0.000389997	90	False	LAS+	2152	fmap		0	1.0	False	2.0	1.0	j-	3.32	0.0401697	True	1.798076868057251	1.798076868057251	1.7999992370605469
			acquisition-dwiVARIANTEffectiveEchoSpacingTotalReadoutTimeObliquityVoxelSizeDim3_datatype-fmap_direction-AP_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__2	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi	2	859	104	104	72	0.1002	0.000414993	90	False	LAS+	2152	fmap		0	1.0	True	2.0	1.0	j-	3.32	0.0427443	True	1.798076868057251	1.798076868057251	1.7999974489212036
			acquisition-dwiVARIANTEchoTimeEffectiveEchoSpacingParallelReductionFactorInPlanePartialFourierRepetitionTimeTotalReadoutTimeDim1SizeDim2SizeVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-AP_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__3	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi	3	277	96	96	72	0.0762	0.00071998	90	False	LAS+	2152	fmap		0	1.0	False		0.75	j-	3.11	0.0683981	True	2.0	2.0	2.0
			acquisition-dwiVARIANTObliquityVoxelSizeDim3_datatype-fmap_direction-AP_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__4	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi	4	33	104	104	72	0.1002	0.000389997	90	False	LAS+	2152	fmap		0	1.0	True	2.0	1.0	j-	3.32	0.0401697	True	1.798076868057251	1.798076868057251	1.8000013828277588
			acquisition-dwiVARIANTEffectiveEchoSpacingTotalReadoutTimeObliquityVoxelSizeDim3Unused_datatype-fmap_direction-AP_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__5	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi	5	32	104	104	72	0.1002	0.000414993	90	False	LAS+	2152	fmap		0	1.0	True	2.0	1.0	j-	3.32	0.0427443	False	1.798076868057251	1.798076868057251	1.8000001907348633
			acquisition-dwiVARIANTUnused_datatype-fmap_direction-AP_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__6	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi	6	15	104	104	72	0.1002	0.000389997	90	False	LAS+	2152	fmap		0	1.0	False	2.0	1.0	j-	3.32	0.0401697	False	1.798076868057251	1.798076868057251	1.7999992370605469
			acquisition-dwiVARIANTEchoTimeEffectiveEchoSpacingParallelReductionFactorInPlanePartialFourierRepetitionTimeTotalReadoutTimeDim1SizeDim2SizeObliquityVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-AP_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__7	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi	7	12	96	96	72	0.0762	0.00071998	90	False	LAS+	2152	fmap		0	1.0	True		0.75	j-	3.11	0.0683981	True	2.0	2.0	2.000002861022949
			acquisition-dwiVARIANTEffectiveEchoSpacingTotalReadoutTimeVoxelSizeDim3_datatype-fmap_direction-AP_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__8	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi	8	7	104	104	72	0.1002	0.000414993	90	False	LAS+	2152	fmap		0	1.0	False	2.0	1.0	j-	3.32	0.0427443	True	1.798076868057251	1.798076868057251	1.7999954223632812
			acquisition-dwiVARIANTDim3SizeVoxelSizeDim3_datatype-fmap_direction-AP_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__9	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi	9	4	104	104	60	0.1002	0.000389997	90	False	LAS+	2152	fmap		0	1.0	False	2.0	1.0	j-	3.32	0.0401697	True	1.798076868057251	1.798076868057251	2.4000015258789062
			acquisition-dwiVARIANTEchoTimeEffectiveEchoSpacingParallelReductionFactorInPlanePartialFourierRepetitionTimeTotalReadoutTimeDim1SizeDim2SizeDim3SizeNumVolumesVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3Unused_datatype-fmap_direction-AP_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__10	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi	10	3	140	140	81	0.089	0.000669999	90	False	LAS+	2152	fmap		0	2.0	False		0.75	j-	4.1	0.0931298	False	1.7142857313156128	1.7142857313156128	1.7000007629394531
			acquisition-dwiVARIANTEchoTimeEffectiveEchoSpacingParallelReductionFactorInPlanePartialFourierRepetitionTimeTotalReadoutTimeDim1SizeDim2SizeVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3Unused_datatype-fmap_direction-AP_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__11	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi	11	3	96	96	72	0.0762	0.00071998	90	False	LAS+	2152	fmap		0	1.0	False		0.75	j-	3.11	0.0683981	False	2.0	2.0	2.0
			acquisition-dwiVARIANTEffectiveEchoSpacingRepetitionTimeTotalReadoutTimeObliquityVoxelSizeDim3_datatype-fmap_direction-AP_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__12	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi	12	1	104	104	72	0.1002	0.000478854	90	False	LAS+	2152	fmap		0	1.0	True	2.0	1.0	j-	3.44	0.0493219	True	1.798076868057251	1.798076868057251	1.8000038862228394
			acquisition-dwiVARIANTEffectiveEchoSpacingPhaseEncodingDirectionTotalReadoutTimeObliquityVoxelSizeDim3_datatype-fmap_direction-AP_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__13	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi	13	1	104	104	72	0.1002	0.000414993	90	False	LAS+	2152	fmap		0	1.0	True	2.0	1.0	j	3.32	0.0427443	True	1.798076868057251	1.798076868057251	1.7999955415725708
			acquisition-dwiVARIANTVoxelSizeDim1VoxelSizeDim2_datatype-fmap_direction-AP_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__14	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi	14	1	104	104	72	0.1002	0.000389997	90	False	LAS+	2152	fmap		0	1.0	False	2.0	1.0	j-	3.32	0.0401697	True	1.826923131942749	1.826923131942749	1.7999992370605469
			acquisition-dwiVARIANTEffectiveEchoSpacingTotalReadoutTimeObliquityVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-AP_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__15	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi	15	1	104	104	72	0.1002	0.000414993	90	False	LAS+	2152	fmap		0	1.0	True	2.0	1.0	j-	3.32	0.0427443	True	1.8461538553237915	1.8461538553237915	1.7999933958053589
			acquisition-dwiVARIANTEchoTimeEffectiveEchoSpacingParallelReductionFactorInPlanePartialFourierPhaseEncodingDirectionRepetitionTimeTotalReadoutTimeDim1SizeDim2SizeVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-fmap_direction-AP_fmap-epi_suffix-epi	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__16	acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi	16	1	96	96	72	0.0762	0.000739978	90	False	LAS+	2152	fmap		0	1.0	False		0.75	i	3.14	0.0702979	True	2.0	2.0	2.0
				datatype-fmap_fmap-magnitude1_suffix-magnitude1__1	datatype-fmap_fmap-magnitude1_suffix-magnitude1	1	308	64	64	42	0.00328		90	False	LAS+	340	fmap		0	1.0	True		1.0	j-	0.492		True	3.0	3.0	3.000000238418579
			acquisition-VARIANTObliquityVoxelSizeDim3_datatype-fmap_fmap-magnitude1_suffix-magnitude1	datatype-fmap_fmap-magnitude1_suffix-magnitude1__2	datatype-fmap_fmap-magnitude1_suffix-magnitude1	2	27	64	64	42	0.00328		90	False	LAS+	340	fmap		0	1.0	False		1.0	j-	0.492		True	3.0	3.0	3.0
			acquisition-VARIANTVoxelSizeDim3Unused_datatype-fmap_fmap-magnitude1_suffix-magnitude1	datatype-fmap_fmap-magnitude1_suffix-magnitude1__3	datatype-fmap_fmap-magnitude1_suffix-magnitude1	3	5	64	64	42	0.00328		90	False	LAS+	340	fmap		0	1.0	True		1.0	j-	0.492		False	3.0	3.0	2.9999985694885254
				datatype-fmap_fmap-magnitude2_suffix-magnitude2__1	datatype-fmap_fmap-magnitude2_suffix-magnitude2	1	308	64	64	42	0.00804		90	False	LAS+	340	fmap		0	1.0	True		1.0	j-	0.492		True	3.0	3.0	3.000000238418579
			acquisition-VARIANTObliquityVoxelSizeDim3_datatype-fmap_fmap-magnitude2_suffix-magnitude2	datatype-fmap_fmap-magnitude2_suffix-magnitude2__2	datatype-fmap_fmap-magnitude2_suffix-magnitude2	2	27	64	64	42	0.00804		90	False	LAS+	340	fmap		0	1.0	False		1.0	j-	0.492		True	3.0	3.0	3.0
			acquisition-VARIANTVoxelSizeDim3Unused_datatype-fmap_fmap-magnitude2_suffix-magnitude2	datatype-fmap_fmap-magnitude2_suffix-magnitude2__3	datatype-fmap_fmap-magnitude2_suffix-magnitude2	3	5	64	64	42	0.00804		90	False	LAS+	340	fmap		0	1.0	True		1.0	j-	0.492		False	3.0	3.0	2.9999985694885254
				datatype-fmap_fmap-phasediff_suffix-phasediff__1	datatype-fmap_fmap-phasediff_suffix-phasediff	1	308	64	64	42	0.00804		90	False	LAS+	340	fmap		0	1.0	True		1.0	j-	0.492		True	3.0	3.0	3.000000238418579
			acquisition-VARIANTObliquityVoxelSizeDim3_datatype-fmap_fmap-phasediff_suffix-phasediff	datatype-fmap_fmap-phasediff_suffix-phasediff__2	datatype-fmap_fmap-phasediff_suffix-phasediff	2	27	64	64	42	0.00804		90	False	LAS+	340	fmap		0	1.0	False		1.0	j-	0.492		True	3.0	3.0	3.0
			acquisition-VARIANTVoxelSizeDim3Unused_datatype-fmap_fmap-phasediff_suffix-phasediff	datatype-fmap_fmap-phasediff_suffix-phasediff__3	datatype-fmap_fmap-phasediff_suffix-phasediff	3	5	64	64	42	0.00804		90	False	LAS+	340	fmap		0	1.0	True		1.0	j-	0.492		False	3.0	3.0	2.9999985694885254
				datatype-func_run-1_suffix-bold_task-peer__1	datatype-func_run-1_suffix-bold_task-peer	1	1775	84	84	60	0.03	0.000580013	31	True	LAS+	1860	func	6.0	60	135.0	True		1.0	j-	0.8	0.0481411	False	2.4285714626312256	2.4285712242126465	2.4000000953674316
			acquisition-VARIANTEffectiveEchoSpacingTotalReadoutTimeObliquityVoxelSizeDim2_datatype-func_run-1_suffix-bold_task-peer	datatype-func_run-1_suffix-bold_task-peer__2	datatype-func_run-1_suffix-bold_task-peer	2	85	84	84	60	0.03	0.000589987	31	True	LAS+	1860	func	6.0	60	135.0	False		1.0	j-	0.8	0.0489689	False	2.4285714626312256	2.4285714626312256	2.4000000953674316
				datatype-func_suffix-bold_task-movieTP__1	datatype-func_suffix-bold_task-movieTP	1	1651	84	84	60	0.03	0.000580013	31	True	LAS+	1732	func	6.0	60	250.0	True		1.0	j-	0.8	0.0481411	False	2.4285714626312256	2.4285714626312256	2.4000000953674316
			acquisition-VARIANTEffectiveEchoSpacingTotalReadoutTimeObliquity_datatype-func_suffix-bold_task-movieTP	datatype-func_suffix-bold_task-movieTP__2	datatype-func_suffix-bold_task-movieTP	2	81	84	84	60	0.03	0.000589987	31	True	LAS+	1732	func	6.0	60	250.0	False		1.0	j-	0.8	0.0489689	False	2.4285714626312256	2.4285714626312256	2.4000000953674316
				datatype-func_run-3_suffix-bold_task-peer__1	datatype-func_run-3_suffix-bold_task-peer	1	1632	84	84	60	0.03	0.000580013	31	True	LAS+	1708	func	6.0	60	135.0	True		1.0	j-	0.8	0.0481411	False	2.4285714626312256	2.4285714626312256	2.4000000953674316
			acquisition-VARIANTEffectiveEchoSpacingTotalReadoutTimeObliquity_datatype-func_run-3_suffix-bold_task-peer	datatype-func_run-3_suffix-bold_task-peer__2	datatype-func_run-3_suffix-bold_task-peer	2	76	84	84	60	0.03	0.000589987	31	True	LAS+	1708	func	6.0	60	135.0	False		1.0	j-	0.8	0.0489689	False	2.4285714626312256	2.4285714626312256	2.4000000953674316
				datatype-func_run-1_suffix-bold_task-rest__1	datatype-func_run-1_suffix-bold_task-rest	1	1629	84	84	60	0.03	0.000580013	31	True	LAS+	1696	func	6.0	60	375.0	True		1.0	j-	0.8	0.0481411	False	2.4285714626312256	2.4285714626312256	2.4000000953674316
			acquisition-VARIANTEffectiveEchoSpacingTotalReadoutTimeObliquity_datatype-func_run-1_suffix-bold_task-rest	datatype-func_run-1_suffix-bold_task-rest__2	datatype-func_run-1_suffix-bold_task-rest	2	67	84	84	60	0.03	0.000589987	31	True	LAS+	1696	func	6.0	60	375.0	False		1.0	j-	0.8	0.0489689	False	2.4285714626312256	2.4285714626312256	2.4000000953674316
				datatype-func_suffix-bold_task-movieDM__1	datatype-func_suffix-bold_task-movieDM	1	1610	84	84	60	0.03	0.000580013	31	True	LAS+	1692	func	6.0	60	750.0	True		1.0	j-	0.8	0.0481411	False	2.4285714626312256	2.4285714626312256	2.4000000953674316
			acquisition-VARIANTEffectiveEchoSpacingTotalReadoutTimeObliquity_datatype-func_suffix-bold_task-movieDM	datatype-func_suffix-bold_task-movieDM__2	datatype-func_suffix-bold_task-movieDM	2	82	84	84	60	0.03	0.000589987	31	True	LAS+	1692	func	6.0	60	750.0	False		1.0	j-	0.8	0.0489689	False	2.4285714626312256	2.4285714626312256	2.4000000953674316
				datatype-func_run-2_suffix-bold_task-rest__1	datatype-func_run-2_suffix-bold_task-rest	1	1582	84	84	60	0.03	0.000580013	31	True	LAS+	1644	func	6.0	60	375.0	True		1.0	j-	0.8	0.0481411	False	2.4285714626312256	2.4285714626312256	2.4000000953674316
			acquisition-VARIANTEffectiveEchoSpacingTotalReadoutTimeObliquityVoxelSizeDim3_datatype-func_run-2_suffix-bold_task-rest	datatype-func_run-2_suffix-bold_task-rest__2	datatype-func_run-2_suffix-bold_task-rest	2	62	84	84	60	0.03	0.000589987	31	True	LAS+	1644	func	6.0	60	375.0	False		1.0	j-	0.8	0.0489689	False	2.4285714626312256	2.4285714626312256	2.3999998569488525
				datatype-func_run-2_suffix-bold_task-peer__1	datatype-func_run-2_suffix-bold_task-peer	1	1083	84	84	60	0.03	0.000580013	31	True	LAS+	1083	func	6.0	60	135.0	True		1.0	j-	0.8	0.0481411	False	2.4285714626312256	2.4285712242126465	2.3999998569488525
				datatype-func_suffix-bold_task-rest__1	datatype-func_suffix-bold_task-rest	1	309	78	78	54	0.04	0.000550001	55	True	LAS+	309	func	3.0	54	420.0	True		1.0	j-	1.45	0.04235	False	2.461538553237915	2.461538553237915	2.5
				acquisition-VARIANTNumVolumes_datatype-func_run-1_suffix-bold_task-rest__1	acquisition-VARIANTNumVolumes_datatype-func_run-1_suffix-bold_task-rest	1	105	84	84	60	0.03	0.000580013	31	True	LAS+	108	func	6.0	60	750.0	True		1.0	j-	0.8	0.0481411	False	2.4285714626312256	2.4285714626312256	2.3999998569488525
				acquisition-VARIANTNumVolumes_datatype-func_run-1_suffix-bold_task-rest__2	acquisition-VARIANTNumVolumes_datatype-func_run-1_suffix-bold_task-rest	2	1	84	84	60	0.03	0.000580013	31	True	LAS+	108	func	6.0	60	252.0	True		1.0	j-	0.8	0.0481411	False	2.4285714626312256	2.4285714626312256	2.3999998569488525
				acquisition-VARIANTNumVolumes_datatype-func_run-1_suffix-bold_task-rest__3	acquisition-VARIANTNumVolumes_datatype-func_run-1_suffix-bold_task-rest	3	1	84	84	60	0.03	0.000580013	31	True	LAS+	108	func	6.0	60	374.0	True		1.0	j-	0.8	0.0481411	False	2.4285714626312256	2.4285714626312256	2.4000000953674316
